"Artist_01","Artist_02"
"AC/DC","Hip-Hop"
"Eddy Kenzo","Kacey Musgraves"
"Elton John","Los Fabulosos Cadillacs"
"Magic Juan","Yaga & Mackie"
"Lass","Pink Floyd"
"G‐Eazy","The Smiths"
"Deep Purple","Judas Priest"
"Usher","WadeLen"
"Louis Armstrong","植松伸夫"
"Lynn Anderson","Nine Inch Nails"
"Lorentz Hop","Paulina Rubio"
"The Future Sound of London","The Mountain Goats"
"Ale Hop","Tayc"
"Lil Durk","The E Street Band"
"Lil Wayne","Sirch"
"Cypress Hill","Kate Bush"
"KO KO FJ","The Drifters"
"Hop-Frog","Master KG"
"Funky DL","Luis Fonsi"
"Tina Turner","U2"
"Hop Stamina","Iggy Azalea"
"Diverje","Willie Nelson"
"Latin Fresh","Paulina Rubio"
"José Feliciano","鷺巣詩郎"
"Faithless","Kate Bush"
"Calvin Harris","Guns N’ Roses"
"Matt Fax","The Weeknd"
"Peggy Lee","Sidney Bechet"
"Dusty Springfield","Mo Kogun"
"Louis Armstrong","Sean Paul"
"Matt Fax","deadmau5"
"Cappella","N.O.R.E."
"LUCKI","Mauro Picotto"
"Yaga & Mackie","YoungBoy Never Broke Again"
"Marilyn Manson","The Everly Brothers"
"Erasure","倖田來未"
"Lil Uzi Vert","Morrissey"
"George Jones","Matt Fax"
"Cypress Hill","Eminem"
"Wande Coal","倖田來未"
"BTS","Hop Along"
"Eric Clapton","Teni"
"Beastie Boys","RXKNephew"
"BoA","Fireboy DML"
"Dolly Parton","Kizz Daniel"
"Kool & the Gang","Money Boy"
"Marvin Gaye","倖田來未"
"Hop Along","U2"
"Kraftwerk","Rema"
"ARTY","Above & Beyond"
"Daddy Yankee","Funky DL"
"Hop","Rocío Dúrcal"
"Muse","Niniola"
"Marilyn Manson","Sheylex Marvin"
"Baden Powell","Led Zeppelin"
"Fats Domino","Megan Thee Stallion"
"Arcángel","L king"
"Garry Mapanzure","José Feliciano"
"Hop","Tito Puente"
"The Jacksons","Tiwa Savage"
"Justin Bieber","Reekado Banks"
"Aya Nakamura","Neil Young"
"QWECi","倖田來未"
"Shawn Mendes","Yandel"
"Bunbury","Record Hop"
"Chuck Berry","Hank Williams"
"Jean‐Michel Jarre","Katy Perry"
"Garry Mapanzure","Tame Impala"
"RKM & Ken‐Y","Tego Calderón"
"BoA","Nirvana"
"David Bowie","Swishahouse"
"Beck","Pink Floyd"
"Dave Matthews Band","Mullar Audible TLP"
"Beastie Boys","Dream Theater"
"Naeto C","Slimmz"
"2Baba","SpaceGhostPurrp"
"Anitta","Eric Clapton"
"HOP BOX","Nicky Jam"
"Lil Kesh","Pet Shop Boys"
"Rage Against the Machine","The Beatles"
"Tems","The Drifters"
"Astrud Gilberto","Juicy J"
"Stonebwoy","Tom Jones"
"Kate Bush","Oasis"
"Agathocles","Tito “El Bambino”"
"2Baba","Jazz Hop"
"HOP CLUB","The Everly Brothers"
"Ellie Goulding","Magnate & Valentino"
"Dua Lipa","Winner Boy"
"Bob Marley & The Wailers","TWICE"
"Robb Bank$","Slayer"
"Eminem","R.E.M."
"Eros Ramazzotti","Lil Durk"
"Björk","Garry Mapanzure"
"Eminem","Marilyn Manson"
"Billie Eilish","D Bizzc"
"Chuck Berry","Miguel Bosé"
"Ellie Goulding","Erasure"
"Jessie J","Kizz Daniel"
"Lana Del Rey","Victony"
"Dolly Parton","Various Artists"
"Banky W","Hop Louie"
"Britney Spears","Jiminy Hop"
"Magic Juan","Merle Haggard"
"QWECi","Wande Coal"
"Christina Aguilera","Dinah Washington"
"Black Sabbath","Uriah Heep"
"Juice WRLD","KAROL G"
"R.E.M.","Whigfield"
"Daryl Hall & John Oates","The Who"
"Dinah Washington","Nine Inch Nails"
"Ace of Base","Petey Hop"
"Jazz Hop","Justin Bieber"
"Carole King","MK"
"Björk","Timaya"
"HOP BOX","かめりあ"
"José Feliciano","WadeLen"
"Hop Trop","Kygo"
"HOP BOX","Sash!"
"Imagine Dragons","Rocío Dúrcal"
"Ace of Base","Luigi Boccherini"
"SEVENTEEN","The Chainsmokers"
"Foo Fighters","Jazz Hop"
"Def Leppard","Louis Armstrong"
"Becca","The Fall"
"Peggy Lee","Vico C"
"Peggy Lee","Record Hop"
"Johann Sebastian Bach","Swishahouse"
"Aerosmith","L king"
"Tom Jones","lamarcrescendo"
"Maleek Berry","Perry Como"
"Daryl Hall & John Oates","Oasis"
"Bad Bunny","Tangerine Dream"
"Jerry Lee Lewis","Magnate & Valentino"
"Imagine Dragons","The Kinks"
"José José","Nine Inch Nails"
"MK","Van Morrison"
"Diverje","Kollegah"
"José Alfredo Jiménez","The Platters"
"Alexis & Fido","Jiminy Hop"
"Chief Keef","Julio Iglesias"
"Naeto C","U2"
"Eros Ramazzotti","Z‐Ro"
"Ella Fitzgerald","The Everly Brothers"
"Angélique Kidjo","Hop Out"
"Elton John","Kendrick Lamar"
"Merle Haggard","Pedro Infante"
"かめりあ","倖田來未"
"Dream Theater","Phish"
"Ife Alaba","The Mountain Goats"
"Alexis & Fido","かめりあ"
"Billie Jo Spears","Dean Martin"
"Mylène Farmer","Pearl Jam"
"Deep Purple","Joe Pass"
"Hank Snow","Magic Juan"
"Armin van Buuren","BoA"
"Depeche Mode","Marillion"
"Alicia Keys","Tito Puente"
"Rage Against the Machine","Rubén Blades"
"Latin Fresh","New Order"
"SHINee","Saxon"
"Bob Dylan","Dua Lipa"
"Antônio Carlos Jobim","Michael Jackson"
"Marilyn Manson","Phats & Small"
"Led Zeppelin","WadeLen"
"Jean‐Michel Jarre","Paul McCartney"
"Martin Solveig","Morrissey"
"House of Prayers","Kid Cudi"
"Beck","KiDi"
"Specialist","Tennessee Ernie Ford"
"Alex Zurdo","Hank Snow"
"Iggy Azalea","Paul McCartney"
"Bobby Bare","Doja Cat"
"Los Tigres del Norte","Tems"
"Pink Floyd","Wilco"
"David Guetta","Latin Fresh"
"Rage Against the Machine","Shania Twain"
"Daryl Hall & John Oates","Los Tigres del Norte"
"Brint★Hop","MC Ceja"
"Carly Simon","かめりあ"
"Dusty Springfield","José Alfredo Jiménez"
"Grupo Niche","Naeto C"
"Daddy Yankee","Ennio Morricone"
"Queen","Shakira"
"BoA","Marillion"
"CHXPO","H.O.P."
"Jean‐Michel Jarre","倖田來未"
"Bunbury","Luke Combs"
"Alexis & Fido","J Álvarez"
"Merzbow","Trip Hop"
"Sirch","鷺巣詩郎"
"Phish","Whitney Houston"
"Elton John","Pearl Jam"
"Anitta","Pixies"
"Hop-Frog","The E Street Band"
"Hip-Hop","Nanky"
"Camila Cabello","Radiohead"
"Scorpions","The Drifters"
"Erasure","Martin Solveig"
"D’Prince","Nanky"
"Da Great","David Bowie"
"The Drifters","YoungBoy Never Broke Again"
"Gucci Mane","KAROL G"
"Perry Como","The Supremes"
"BLACKPINK","Eddy Kenzo"
"Diana Ross","Michael Jackson"
"BAD HOP","IOSYS"
"Charly Lownoise & Mental Theo","Wizkid"
"Beck","John Dahlbäck"
"Aya Nakamura","Kanye West"
"Mugeez","Slipknot"
"Judas Priest","Lola Beltrán"
"Faith No More","Latin Fresh"
"Andrew Bird","Tems"
"Eros Ramazzotti","Jennifer Lopez"
"G‐Eazy","The Supremes"
"Above & Beyond","House of Prayers"
"Saxon","Tito Puente"
"B.B. King","Don Omar"
"J King & Maximan","Wizkid"
"Agathocles","Rema"
"David Guetta","Dusty Springfield"
"Burna Boy","Tangerine Dream"
"Grupo Niche","Tiwa Savage"
"Asake","Rocío Jurado"
"The E Street Band","Yaga & Mackie"
"Danny Boy","Peng Majur"
"Caetano Veloso","H.O.P."
"2Baba","Wasteland Hop"
"HOP CLUB","Jowell & Randy"
"Kanika","Stonebwoy"
"Def Leppard","Hop Wilson"
"Carrie Underwood","Zion & Lennox"
"Garry Mapanzure","Sidney Bechet"
"Buckethead","La Sonora Dinamita"
"Master KG","The Platters"
"CKay","Foo Fighters"
"Ella Fitzgerald","Farruko"
"Chief Keef","Doja Cat"
"House of Prayers","Olamide"
"Maphya","Rod Wave"
"Ella Fitzgerald","Little Richard"
"Bobby Bare","The Future Sound of London"
"Pedro Infante","Whitney Houston"
"Moby","Willie Nelson"
"9ice","Aretha Franklin"
"The HOP","Victony"
"AC/DC","Bruce Springsteen"
"ABBA","Elliott Smith"
"Baby Rasta & Gringo","The Cure"
"CHXPO","Waylon Jennings"
"Ariana Grande","Vico C"
"New Order","Zedd"
"Hank Williams","Wasteland Hop"
"SD The God","Tems"
"Ladysmith Black Mambazo","Waka Flocka Flame"
"Perry Como","SD The God"
"JAY‐Z","Paramore"
"Coldplay","Tennessee Ernie Ford"
"Aerosmith","Bing Crosby"
"Diverje","HOP-VI"
"Matt Fax","Tame Impala"
"Fats Domino","Loudah100"
"Aya Nakamura","Mory Kanté"
"B.B. King","D’Prince"
"Deep Purple","Tennessee Ernie Ford"
"Fally Ipupa","Reekado Banks"
"Carole King","Charly Lownoise & Mental Theo"
"Chief Keef","SpaceGhostPurrp"
"Olamide","Sonny Rollins"
"Alex Zurdo","鷺巣詩郎"
"George Jones","Maphya"
"Kacey Musgraves","TWICE"
"Afro B","Nirvana"
"Janet Jackson","Tayc"
"Carrie Underwood","Rx Papi"
"Hank Williams","Kylie Minogue"
"John Dahlbäck","Scorpions"
"John Lee Hooker","Juice WRLD"
"Al Green","Avicii"
"Celia Cruz","Chief Keef"
"Scorpions","The Temptations"
"Black Sabbath","Hop Out"
"Dr kells","SpaceGhostPurrp"
"Mo Kogun","YoungBoy Never Broke Again"
"Bob Marley & The Wailers","The Isley Brothers"
"Nina Simone","The Beatles"
"BLACKPINK","Justin Bieber"
"Brymo","Travis Scott"
"New Order","Slipknot"
"Fryderyk Chopin","J. Cole"
"Heinäsirkka Hop","[unknown]"
"Mauro Picotto","Metallica"
"Christina Aguilera","川井憲次"
"Maciré Sylla","The Who"
"Buckethead","Dinah Washington"
"Above & Beyond","Wilco"
"Ale Hop","Truck Stop"
"Nirvana","Wisin & Yandel"
"Tayc","Tems"
"Kendrick Lamar","Specialist"
"Bon Jovi","Gloria Estefan"
"Dave Matthews Band","Stevie Wonder"
"Nick Skitz","The Supremes"
"Bobby Bare","HOP BOX"
"Cardi B","Whigfield"
"Britney Spears","川井憲次"
"Becca","Jerry Lee Lewis"
"Bad Bunny","The Weeknd"
"Emmylou Harris","Katy Perry"
"Ivy Queen","Tennessee Ernie Ford"
"BAD HOP","Ennio Morricone"
"2Pac","Angélique Kidjo"
"Billie Jo Spears","Percy Sledge"
"Beck","Chuck Berry"
"Kool Keith","Shania Twain"
"Magic Juan","Yes"
"Julio Iglesias","Loudah100"
"Jennifer Lopez","植松伸夫"
"Pink Floyd","Santana"
"Moby","Rx Papi"
"50 Cent","Naeto C"
"Andrew Bird","Garry Mapanzure"
"Ariana Grande","Dean Martin"
"Frank Zappa","The Kinks"
"Buckethead","Nkosazana Daughter"
"Agathocles","Kylie Minogue"
"J King & Maximan","Los Tigres del Norte"
"J Balvin","The Supremes"
"Arctic Monkeys","Carole King"
"Bob Dylan","Nick Phoenix"
"Red Hot Chili Peppers","Tiwa Savage"
"Joe Pass","Tryt"
"Celia Cruz","Kizz Daniel"
"Jerry Lee Lewis","WadeLen"
"Azekel","Merzbow"
"Chuck Berry","Los Tigres del Norte"
"Madonna","Slayer"
"Jiminy Hop","Perry Como"
"RXKNephew","Teni"
"Goose","Karlheinz Stockhausen"
"Mariah Carey","Shawn Mendes"
"Charlie Rich","Sheylex Marvin"
"Joe Pass","Rush"
"Carpenters","Muse"
"Garry Mapanzure","Vico C"
"2 Unlimited","HOP-PAS"
"Aretha Franklin","Saxon"
"Carly Simon","Rocío Jurado"
"Jovanotti","KiDi"
"Bob Marley & The Wailers","Santana"
"Afro B","Lass"
"Scorpions","The HOP"
"Grateful Dead","Jessie J"
"Peggy Lee","The Chainsmokers"
"Frank Sinatra","Rod Wave"
"Loudah100","Sash!"
"Moby","Winner Boy"
"9ice","Dua Lipa"
"Red Hot Chili Peppers","Van Morrison"
"Carole King","川井憲次"
"Tems","The Who"
"Farruko","Jerry Lee Lewis"
"Hank Snow","Hop Wilson"
"Metallica","RXKNephew"
"Kendrick Lamar","Tiwa Savage"
"Tame Impala","Tekno Miles"
"Louis Armstrong","The Smiths"
"Ludacris","MC Ceja"
"Bad Bunny","MK"
"Alexis & Fido","twenty one pilots"
"Beastie Boys","Willie Nelson"
"Alice Cooper","Miguelito"
"Hop Along","Jessie J"
"Radiohead","Tina Turner"
"Blaq Major","Dr kells"
"Loudah100","Nkosazana Daughter"
"The Rolling Stones","Zaytoven"
"K.C Nathan","Muse"
"Julio Iglesias","Latin Fresh"
"Charley Pride","Kanye West"
"José Alfredo Jiménez","Kanika"
"Chris Brown","Grateful Dead"
"Caetano Veloso","Judas Priest"
"Led Zeppelin","Metro Boomin"
"Lady Gaga","Libianca"
"Bing Crosby","Pink Floyd"
"Paramore","The Smiths"
"Genesis","Nicky Jam"
"Jerry Lee Lewis","Merle Haggard"
"Asake","David Guetta"
"Merzbow","Scorpions"
"Wisin & Yandel","deadmau5"
"Cappella","Victony"
"Johann Sebastian Bach","Lil Kesh"
"Mory Kanté","Radiohead"
"IOSYS","Jiminy Hop"
"Frank Zappa","The Everly Brothers"
"Bone Thugs‐n‐Harmony","The Jacksons"
"Hop","Wande Coal"
"Hop-Frog","Travis Scott"
"G‐Eazy","The Beatles"
"Paramore","WadeLen"
"KAROL G","Skrillex"
"Coldplay","JAY‐Z"
"Aerosmith","RXKNephew"
"Marillion","Marilyn Manson"
"B.B. King","SD The God"
"Carly Simon","Hop Hop Hop Crew"
"Calvin Harris","Cardi B"
"Post Malone","Pérez Prado"
"Peggy Lee","The Rolling Stones"
"Super8 & Tab","deadmau5"
"Kid Cudi","Shawn Mendes"
"Becca","Luke Combs"
"Afro B","Phish"
"CKay","The Temptations"
"Coach Hop","H.O.P."
"2 Unlimited","Ike & Tina Turner"
"Camila Cabello","Charly Lownoise & Mental Theo"
"Megan Thee Stallion","Tennessee Ernie Ford"
"Marillion","Slayer"
"Ariana Grande","Skrillex"
"Emmylou Harris","Paul McCartney"
"Above & Beyond","Reekado Banks"
"John Lee Hooker","The Cure"
"Hop Along","RKM & Ken‐Y"
"Ennio Morricone","Iggy Azalea"
"Neil Young","QWECi"
"Armin van Buuren","The Platters"
"Guns N’ Roses","K.C Nathan"
"KISS","The Cure"
"Hop-Frog","The Platters"
"Sean Paul","Whitney Houston"
"Chuck Berry","Weyinmi"
"Brymo","Hank Williams"
"Daryl Hall & John Oates","Teni"
"B.B. King","Camila Cabello"
"Jowell & Randy","Lana Del Rey"
"Juice WRLD","Scorpions"
"Kylie Minogue","Tito Puente"
"Baby Rasta & Gringo","P!nk"
"Afro B","Radiohead"
"Ludacris","Winner Boy"
"Jessie J","Lola Beltrán"
"Björk","Ivy Queen"
"Carole King","Stray Kids"
"Bing Crosby","Paulina Rubio"
"Elvis Presley","Migos"
"Hop Trop","Tryt"
"Coldplay","Mylène Farmer"
"Little Richard","The Everly Brothers"
"Antônio Carlos Jobim","Rod Wave"
"Ludacris","Tempo"
"Jax Jones","Pérez Prado"
"Jowell & Randy","Teni"
"Above & Beyond","Armin van Buuren"
"BTS","Foo Fighters"
"Céline Dion","Ivy Queen"
"Mauro Picotto","Paul McCartney"
"Gucci Mane","Hank Snow"
"Junior Reid","The Residents"
"Ado","Daryl Hall & John Oates"
"Eric Clapton","NewJeans"
"Dua Lipa","Jim Reeves"
"Beck","Yaga & Mackie"
"K.C Nathan","倖田來未"
"Bunbury","Saxon"
"DJ BoBo","Peggy Lee"
"Chris Brown","Iron Maiden"
"Bad Bunny","Ella Fitzgerald"
"CKay","Record Hop"
"J Balvin","Savant"
"Aerosmith","Vivi Ndaya"
"Justin Bieber","Sonny Rollins"
"KISS","Luis Fonsi"
"Bob Marley & The Wailers","Kollegah"
"Foo Fighters","Wilco"
"George Jones","Rihanna"
"Heinäsirkka Hop","Lorentz Hop"
"Brint★Hop","Johann Sebastian Bach"
"Fryderyk Chopin","Hop Wilson"
"Madonna","Ray Charles"
"Hip Hop Kclan","Marco V"
"Maleek Berry","Paulina Rubio"
"Garry Mapanzure","Jazz Hop"
"Bruce Springsteen","KO KO FJ"
"Noisia","The Beach Boys"
"Janet Jackson","Yes"
"Christina Aguilera","Diana Ross"
"Heinäsirkka Hop","Ladysmith Black Mambazo"
"Cappella","Specialist"
"H.O.P.","Wizkid"
"Ellie Goulding","Kid Cudi"
"Diplo","P!nk"
"Sam Cooke","Skrillex"
"Marvin Gaye","The Drifters"
"Bruce Springsteen","Camila Cabello"
"Merle Haggard","Queen"
"ARTY","Sonny Rollins"
"Ariana Grande","Mariah Carey"
"Coldplay","Stonebwoy"
"Deep Purple","Zaytoven"
"Da Great","Fally Ipupa"
"Tim Devine","lamarcrescendo"
"Katy Perry","Swishahouse"
"Janet Jackson","Trébol Clan"
"Jax Jones","Tangerine Dream"
"Mo Kogun","Pearl Jam"
"Arcángel","Lil B"
"AC/DC","Tiësto"
"Azekel","Don Omar"
"Slimmz","Wasteland Hop"
"José Alfredo Jiménez","Rema"
"Heinäsirkka Hop","King Promise"
"Grupo Niche","Slayer"
"Kenny Rogers","MK"
"Chief Keef","Naeto C"
"KISS","Peggy Lee"
"Ennio Morricone","The Brighton Beat"
"Brymo","Karlheinz Stockhausen"
"HOP-PAS","Prince"
"Celia Cruz","Latin Fresh"
"Sheylex Marvin","Usher"
"Camila Cabello","IAM"
"Elton John","Hop Stamina"
"Bone Thugs‐n‐Harmony","Iggy Azalea"
"BTS","Enrique Iglesias"
"Aya Nakamura","YoungBoy Never Broke Again"
"Bee Gees","Imagine Dragons"
"Phish","Teni"
"Hop Stamina","Shania Twain"
"TWICE","Zedd"
"Def Leppard","Various Artists"
"Bee Gees","Zion & Lennox"
"Eminem","Faith No More"
"H.O.P.","Oasis"
"AC/DC","Marillion"
"KiDi","Lil Uzi Vert"
"Big Hop","Jax Jones"
"2Baba","The Brighton Beat"
"Buckethead","The Drifters"
"Farruko","Rema"
"Baden Powell","Marilyn Manson"
"Baby Rasta & Gringo","Stray Kids"
"Armin van Buuren","Miguel Bosé"
"Erasure","Lil Durk"
"K.C Nathan","The Weeknd"
"J Álvarez","Madonna"
"Elvis Presley","Maleek Berry"
"Michael Jackson","Olamide"
"Carole King","Vico C"
"Buckethead","KISS"
"Gloria Estefan","Pixies"
"John Lee Hooker","Tame Impala"
"Hop","Sirch"
"Trip Hop","Tryt"
"Ye","倖田來未"
"Andrew Bird","Weyinmi"
"Caetano Veloso","SZA"
"Hip-Hop","Noisia"
"Camila Cabello","Zion & Lennox"
"Angélique Kidjo","Astrud Gilberto"
"Alexis & Fido","Jerry Lee Lewis"
"Libianca","Lil Uzi Vert"
"BLACKPINK","Slimmz"
"Black Sabbath","Record Hop"
"Juls","Tiësto"
"Dream Theater","Mullar Audible TLP"
"Kenny Rogers","Sash!"
"Kygo","Zedd"
"Bunbury","Taylor Swift"
"Chuck Berry","H.O.P."
"Daryl Hall & John Oates","Judas Priest"
"Heinäsirkka Hop","Hop Trop"
"Carole King","Jerry Lee Lewis"
"Judas Priest","Radiohead"
"Katy Perry","Magic Juan"
"BLACKPINK","Iggy Azalea"
"Chief Keef","Moon Hop"
"Agathocles","Moby"
"Lil Wayne","Los Tigres del Norte"
"SZA","植松伸夫"
"Paulina Rubio","Tiwa Savage"
"Alexis & Fido","Janet Jackson"
"José José","Tim Devine"
"Lorentz Hop","Slayer"
"Hop Hop Hop Crew","Latin Fresh"
"Funky DL","Led Zeppelin"
"Iron Maiden","The Everly Brothers"
"Camila Cabello","Dolly Parton"
"Bruce Springsteen","Daryl Hall & John Oates"
"Banky W","Daddy Yankee"
"Marvin Gaye","Rage Against the Machine"
"BTS","Ife Alaba"
"B.B. King","KiDi"
"Elvis Presley","KAROL G"
"J King & Maximan","Rush"
"Dave Matthews Band","Merzbow"
"Dave Matthews Band","Vivi Ndaya"
"IOSYS","Travis Scott"
"Ariana Grande","Kingsmart"
"Emmylou Harris","Martin Solveig"
"Tame Impala","Waka Flocka Flame"
"Queen","Vicente Fernández"
"Sirch","Truck Stop"
"Nicky Jam","Tempo"
"Niniola","The Smiths"
"Migos","Nick Skitz"
"Hop-Frog","Sheylex Marvin"
"Miguelito","The Residents"
"Buckethead","Lil Durk"
"Diana Ross","Peter Gabriel"
"Bob Marley & The Wailers","Daryl Hall & John Oates"
"2Baba","Shakira"
"The Future Sound of London","植松伸夫"
"Diverje","Scorpions"
"Hank Snow","Nkosazana Daughter"
"Arctic Monkeys","Phish"
"Above & Beyond","SHINee"
"David Bowie","Various Artists"
"Björk","Moby"
"Elis Regina","Tiësto"
"The Mountain Goats","Zedd"
"Gucci Mane","The Smiths"
"Rocío Dúrcal","Travis Scott"
"Diverje","Fally Ipupa"
"Chris Brown","HOP BOX"
"Frank Zappa","Lost Frequencies"
"Hank Snow","Savant"
"Funky DL","Mylène Farmer"
"Gucci Mane","WadeLen"
"Mory Kanté","Rocío Jurado"
"Magnate & Valentino","Roy Orbison"
"BoA","N.O.R.E."
"G‐Eazy","Zedd"
"Imagine Dragons","J Álvarez"
"Dean Martin","Viper"
"CKay","Jowell & Randy"
"Los Fabulosos Cadillacs","倖田來未"
"Fireboy DML","S3RL"
"Matt Fax","Roy Orbison"
"Hop Along","Paramore"
"H.O.P.","Lost Frequencies"
"Grupo Niche","Tekno Miles"
"Ye","deadmau5"
"John Dahlbäck","Olamide"
"Heinäsirkka Hop","Lady Gaga"
"HOP BOX","Jax Jones"
"Neil Young","P!nk"
"Muse","Noisia"
"Fireboy DML","Sonny Rollins"
"Caetano Veloso","Ludacris"
"Kollegah","Trébol Clan"
"Rocío Dúrcal","The Fall"
"Depeche Mode","Joe Pass"
"Caetano Veloso","L king"
"Chyco Siméon","Hop"
"H.E.R.","Petey Hop"
"L king","Uriah Heep"
"Daryl Hall & John Oates","Rihanna"
"J Álvarez","Jowell & Randy"
"Hungria Hip-Hop","Pérez Prado"
"Dean Martin","Petey Hop"
"Fryderyk Chopin","Olamide"
"Jovanotti","The Smiths"
"H.O.P.","Phish"
"Bob Marley & The Wailers","Hip-Hop"
"Truck Stop","Yandel"
"ABBA","Ángel & Khriz"
"Charley Pride","YoungBoy Never Broke Again"
"Kid Cudi","Lola Beltrán"
"Ariana Grande","Merzbow"
"Grupo Niche","HOP-VI"
"I-Hop","The Drifters"
"Marshmello","Trébol Clan"
"Hip Hop Kclan","Ray Charles"
"Los Fabulosos Cadillacs","Wande Coal"
"Buckethead","Mory Kanté"
"Aretha Franklin","Winner Boy"
"Chief Keef","Yandel"
"Niniola","Super8 & Tab"
"Daddy Yankee","Dave Matthews Band"
"Diplo","Migos"
"Hop Hop Hop Crew","J Balvin"
"Fireboy DML","Hop Hop Hop Crew"
"Nick Phoenix","SHINee"
"Saxon","Truck Stop"
"Diplo","Tempo"
"Dream Theater","Hop Stamina"
"Kenny Rogers","Tame Impala"
"Ennio Morricone","SD The God"
"Hank Williams","Marshmello"
"Above & Beyond","Daryl Hall & John Oates"
"Chet Atkins","Willie Nelson"
"Björk","Bob Marley & The Wailers"
"Beastie Boys","KiDi"
"Foo Fighters","Slayer"
"Iggy Azalea","Zedd"
"Garry Mapanzure","Heinäsirkka Hop"
"Frank Sinatra","Truck Stop"
"Pearl Jam","SHINee"
"Lass","Yes"
"Aretha Franklin","Tempo"
"Coldplay","Wilco"
"Money Boy","Nick Skitz"
"U2","鷺巣詩郎"
"BAD HOP","Chief Keef"
"Bruce Springsteen","Shania Twain"
"Kendrick Lamar","SD The God"
"Saxon","かめりあ"
"Nine Inch Nails","Tego Calderón"
"BLACKPINK","Santana"
"Joe Pass","NewJeans"
"Earth, Wind & Fire","S3RL"
"Banky W","The E Street Band"
"Arca","Blaq Major"
"Fally Ipupa","Lapsanova"
"Alex Zurdo","Nkosazana Daughter"
"HOP BOX","Los Tigres del Norte"
"Kanye West","New Order"
"Loudah100","Robb Bank$"
"Juls","The Cure"
"Carrie Underwood","Hank Snow"
"Alice Cooper","Guns N’ Roses"
"Dave Matthews Band","Tammy Wynette"
"Dolly Parton","Los Fabulosos Cadillacs"
"Cardi B","Jimi Hendrix"
"J Álvarez","Johnny Mathis"
"Ellie Goulding","José Feliciano"
"Lil B","The Beatles"
"Sam Cooke","Tim Devine"
"John Dahlbäck","Nkosazana Daughter"
"Alex Zurdo","Carl Perkins"
"Rema","Tina Turner"
"Bing Crosby","Pet Shop Boys"
"Lil B","Various Artists"
"Carly Simon","Jax Jones"
"Bon Jovi","Hop Stamina"
"Louis Armstrong","Savant"
"Gucci Mane","The Residents"
"Lynn Anderson","Queen"
"Lana Del Rey","Nick Phoenix"
"Martin Solveig","Tiwa Savage"
"Emmylou Harris","Hip-Hop"
"Moon Hop","The Rolling Stones"
"Fally Ipupa","Lorentz Hop"
"Lana Del Rey","Savant"
"T.I.","Wande Coal"
"Carl Perkins","Wilco"
"Niniola","Paul McCartney"
"Céline Dion","Morrissey"
"Louis Armstrong","[unknown]"
"Faithless","Taylor Swift"
"Yemi Alade","Ángel & Khriz"
"Alex Zurdo","Various Artists"
"Burna Boy","The Fall"
"Alice Cooper","Björk"
"Ludacris","Mylène Farmer"
"Michael Jackson","Rubén Blades"
"Bob Marley & The Wailers","Sonny Rollins"
"Latin Fresh","Tekno Miles"
"Afro B","IAM"
"Brymo","New Order"
"Above & Beyond","Buckethead"
"Bone Thugs‐n‐Harmony","Ike & Tina Turner"
"G‐Eazy","Lady Gaga"
"Kollegah","Savant"
"Ado","Lola Beltrán"
"Eddy Kenzo","Elliott Smith"
"Master KG","The Mountain Goats"
"Andrew Bird","Peggy Lee"
"CKay","D Bizzc"
"Fireboy DML","King Promise"
"D Bizzc","Vico C"
"Erasure","Mugeez"
"Angélique Kidjo","Weyinmi"
"Mo Kogun","Pixies"
"BTS","Kanika"
"Gloria Estefan","Paulina Rubio"
"Jean‐Michel Jarre","Jeezy"
"Marilyn Manson","Pixies"
"Black Sabbath","Lil Uzi Vert"
"Post Malone","The E Street Band"
"Antônio Carlos Jobim","T.I."
"Jowell & Randy","Migos"
"Azekel","NewJeans"
"Eddy Kenzo","Ze Hop"
"Chet Atkins","Slayer"
"Miguelito","Yes"
"Muse","Tangerine Dream"
"Ariana Grande","Taylor Swift"
"Johann Sebastian Bach","Rubén Blades"
"Metro Boomin","Yandel"
"Tems","Ze Hop"
"Neil Young","Tina Turner"
"Dolly Parton","Maciré Sylla"
"ARTY","Garry Mapanzure"
"Marvin Gaye","Mugeez"
"Britney Spears","The Rolling Stones"
"Maphya","S3RL"
"Moon Hop","Stonebwoy"
"Diplo","Nightwish"
"Kygo","Wizkid"
"AC/DC","Charly Lownoise & Mental Theo"
"Fireboy DML","Zedd"
"Karlheinz Stockhausen","Pedro Infante"
"RXKNephew","Wiztom"
"Def Leppard","Ife Alaba"
"Hop-Frog","Los Tigres del Norte"
"Jovanotti","The Residents"
"J Balvin","Kanye West"
"JAY‐Z","Sirch"
"Ray Charles","Whitney Houston"
"Blaq Major","The E Street Band"
"Future","Miguelito"
"Billie Jo Spears","Electric Light Orchestra"
"Slimmz","The Isley Brothers"
"U2","WadeLen"
"Carrie Underwood","Vivi Ndaya"
"Electric Light Orchestra","Fryderyk Chopin"
"Marvin Gaye","Phats & Small"
"Jessie J","deadmau5"
"Charley Pride","Gloria Estefan"
"Alicia Keys","Rocío Jurado"
"Dinah Washington","The Brighton Beat"
"Bob Wills and His Texas Playboys","Robb Bank$"
"Alex Zurdo","Hip-Hop"
"Maphya","Ricky Martin"
"Pearl Jam","RKM & Ken‐Y"
"Diana Ross","La Sonora Dinamita"
"Bob Dylan","Whitney Houston"
"Martin Solveig","Wilco"
"Hip Hop Kclan","Loudah100"
"John Lee Hooker","Nat King Cole"
